,user_id,activity_type_id,activity_type,date,start,finish,day,method
1269,1,67,SITTING,2019-06-22,2019-06-22 04:02:37,2019-06-22 14:56:58 +0900,22,traditional
1270,1,67,SITTING,2019-06-22,2019-06-22 06:18:44,2019-06-22 16:07:13 +0900,22,traditional
1271,6,67,SITTING,2019-06-22,2019-06-22 07:14:53,2019-06-22 16:24:08 +0900,22,traditional
1272,6,67,SITTING,2019-06-22,2019-06-22 07:24:12,2019-06-22 17:17:39 +0900,22,traditional
1273,2,67,SITTING,2019-06-22,2019-06-22 06:48:34,2019-06-22 17:18:23 +0900,22,traditional
1274,1,67,SITTING,2019-06-22,2019-06-22 07:24:47,2019-06-22 16:40:20 +0900,22,traditional
1275,1,67,SITTING,2019-06-22,2019-06-22 07:46:24,2019-06-22 19:31:50 +0900,22,traditional
1276,4,67,SITTING,2019-06-22,2019-06-22 03:51:10,2019-06-22 16:14:04 +0900,22,proposed
1277,4,67,SITTING,2019-06-22,2019-06-22 07:22:57,2019-06-22 16:40:53 +0900,22,proposed
1278,4,67,SITTING,2019-06-22,2019-06-22 07:46:52,2019-06-22 16:46:51 +0900,22,proposed
1280,2,67,SITTING,2019-06-22,2019-06-22 09:11:21,2019-06-22 18:15:39 +0900,22,traditional
1281,2,67,SITTING,2019-06-22,2019-06-22 09:19:42,2019-06-22 19:32:42 +0900,22,traditional
1283,6,67,SITTING,2019-06-22,2019-06-22 10:22:08,2019-06-22 19:25:14 +0900,22,traditional
1284,1,67,SITTING,2019-06-22,2019-06-22 10:45:23,2019-06-22 19:49:11 +0900,22,traditional
1285,1,67,SITTING,2019-06-22,2019-06-22 10:56:37,2019-06-22 20:03:23 +0900,22,traditional
1305,3,67,SITTING,2019-06-22,2019-06-22 08:51:28,2019-06-22 18:08:33 +0900,22,traditional
1317,3,68,STANDING,2019-06-13,2019-06-13 00:47:19,2019-06-13 09:47:30 +0900,13,proposed
1319,3,68,STANDING,2019-06-13,2019-06-13 00:55:55,2019-06-13 09:56:03 +0900,13,proposed
1320,2,68,STANDING,2019-06-13,2019-06-13 01:59:35,2019-06-13 10:59:53 +0900,13,proposed
1321,3,68,STANDING,2019-06-13,2019-06-13 02:01:25,2019-06-13 11:01:38 +0900,13,proposed
1323,2,68,STANDING,2019-06-13,2019-06-13 02:32:19,2019-06-13 11:32:27 +0900,13,proposed
1324,3,68,STANDING,2019-06-13,2019-06-13 02:33:45,2019-06-13 11:34:26 +0900,13,proposed
1329,3,68,STANDING,2019-06-13,2019-06-13 02:52:31,2019-06-13 11:52:41 +0900,13,proposed
1330,3,68,STANDING,2019-06-13,2019-06-13 02:55:39,2019-06-13 11:55:48 +0900,13,proposed
1331,6,68,STANDING,2019-06-13,2019-06-13 03:01:30,2019-06-13 12:18:23 +0900,13,proposed
1332,3,68,STANDING,2019-06-13,2019-06-13 03:05:00,2019-06-13 12:05:12 +0900,13,proposed
1333,3,68,STANDING,2019-06-13,2019-06-13 03:05:00,2019-06-13 12:05:12 +0900,13,proposed
1339,2,68,STANDING,2019-06-13,2019-06-13 03:45:25,2019-06-13 12:45:44 +0900,13,proposed
1341,3,68,STANDING,2019-06-13,2019-06-13 04:17:24,2019-06-13 13:17:34 +0900,13,proposed
1342,3,68,STANDING,2019-06-13,2019-06-13 04:17:24,2019-06-13 13:17:34 +0900,13,proposed
1343,2,68,STANDING,2019-06-13,2019-06-13 04:34:40,2019-06-13 13:34:50 +0900,13,proposed
1344,3,68,STANDING,2019-06-13,2019-06-13 04:58:08,2019-06-13 13:58:20 +0900,13,proposed
1345,3,68,STANDING,2019-06-13,2019-06-13 04:58:25,2019-06-13 13:59:01 +0900,13,proposed
1346,6,68,STANDING,2019-06-13,2019-06-13 05:21:23,2019-06-13 14:30:50 +0900,13,proposed
1350,6,68,STANDING,2019-06-13,2019-06-13 06:24:53,2019-06-13 15:45:51 +0900,13,proposed
1354,2,68,STANDING,2019-06-13,2019-06-13 07:14:34,2019-06-13 16:25:01 +0900,13,proposed
1355,2,68,STANDING,2019-06-13,2019-06-13 07:25:32,2019-06-13 16:25:39 +0900,13,proposed
1358,3,68,STANDING,2019-06-13,2019-06-13 08:11:07,2019-06-13 17:11:24 +0900,13,proposed
1360,4,68,STANDING,2019-06-13,2019-06-13 08:45:19,2019-06-13 17:46:34 +0900,13,proposed
1361,2,68,STANDING,2019-06-13,2019-06-13 08:50:22,2019-06-13 17:50:39 +0900,13,proposed
1362,3,68,STANDING,2019-06-13,2019-06-13 08:19:07,2019-06-13 17:20:01 +0900,13,proposed
1367,2,68,STANDING,2019-06-13,2019-06-13 09:25:51,2019-06-13 18:26:01 +0900,13,proposed
1369,6,68,STANDING,2019-06-13,2019-06-13 09:30:59,2019-06-13 18:31:19 +0900,13,proposed
1370,6,68,STANDING,2019-06-13,2019-06-13 09:40:04,2019-06-13 18:42:09 +0900,13,proposed
1371,2,68,STANDING,2019-06-13,2019-06-13 10:03:51,2019-06-13 19:03:56 +0900,13,proposed
1372,2,68,STANDING,2019-06-13,2019-06-13 10:24:03,2019-06-13 19:30:05 +0900,13,proposed
1373,3,68,STANDING,2019-06-13,2019-06-13 09:33:52,2019-06-13 18:34:05 +0900,13,proposed
1374,3,68,STANDING,2019-06-13,2019-06-13 09:34:27,2019-06-13 18:35:09 +0900,13,proposed
1378,1,68,STANDING,2019-06-13,2019-06-13 23:06:07,2019-06-14 08:09:25 +0900,13,traditional
1379,3,68,STANDING,2019-06-13,2019-06-13 23:02:03,2019-06-14 08:06:46 +0900,13,proposed
1380,3,68,STANDING,2019-06-13,2019-06-13 23:24:19,2019-06-14 08:24:27 +0900,13,proposed
1381,3,68,STANDING,2019-06-13,2019-06-13 23:24:35,2019-06-14 08:24:59 +0900,13,proposed
1382,3,68,STANDING,2019-06-13,2019-06-13 23:36:16,2019-06-14 08:37:40 +0900,13,proposed
1383,3,68,STANDING,2019-06-13,2019-06-13 23:38:32,2019-06-14 08:39:13 +0900,13,proposed
1384,3,68,STANDING,2019-06-13,2019-06-13 23:40:25,2019-06-14 08:40:55 +0900,13,proposed
1385,1,68,STANDING,2019-06-13,2019-06-13 23:57:47,2019-06-14 08:59:35 +0900,13,traditional
1386,6,68,STANDING,2019-06-14,2019-06-14 00:34:25,2019-06-14 09:46:08 +0900,14,traditional
1389,3,68,STANDING,2019-06-14,2019-06-14 00:47:43,2019-06-14 09:47:54 +0900,14,proposed
1390,1,68,STANDING,2019-06-14,2019-06-14 00:59:51,2019-06-14 10:00:15 +0900,14,proposed
1393,6,68,STANDING,2019-06-14,2019-06-14 01:05:36,2019-06-14 10:06:14 +0900,14,traditional
1394,3,68,STANDING,2019-06-14,2019-06-14 00:57:43,2019-06-14 09:57:54 +0900,14,proposed
1395,3,68,STANDING,2019-06-14,2019-06-14 00:57:43,2019-06-14 09:57:54 +0900,14,proposed
1400,3,68,STANDING,2019-06-14,2019-06-14 01:23:53,2019-06-14 10:25:42 +0900,14,proposed
1401,1,68,STANDING,2019-06-14,2019-06-14 01:36:53,2019-06-14 10:39:00 +0900,14,proposed
1405,1,68,STANDING,2019-06-14,2019-06-14 02:20:58,2019-06-14 11:21:49 +0900,14,proposed
1413,3,68,STANDING,2019-06-14,2019-06-14 03:14:19,2019-06-14 12:14:31 +0900,14,proposed
1414,3,68,STANDING,2019-06-14,2019-06-14 03:15:57,2019-06-14 12:16:59 +0900,14,proposed
1416,5,68,STANDING,2019-06-14,2019-06-14 03:29:39,2019-06-14 12:30:30 +0900,14,traditional
1417,5,68,STANDING,2019-06-14,2019-06-14 03:29:22,2019-06-14 12:30:29 +0900,14,traditional
1418,3,68,STANDING,2019-06-14,2019-06-14 03:31:09,2019-06-14 12:31:17 +0900,14,proposed
1426,1,68,STANDING,2019-06-14,2019-06-14 04:47:34,2019-06-14 13:48:38 +0900,14,proposed
1428,5,68,STANDING,2019-06-14,2019-06-14 05:45:49,2019-06-14 15:20:57 +0900,14,traditional
1429,1,68,STANDING,2019-06-14,2019-06-14 05:25:26,2019-06-14 14:31:09 +0900,14,proposed
1430,3,68,STANDING,2019-06-14,2019-06-14 05:54:39,2019-06-14 14:54:48 +0900,14,proposed
1431,4,68,STANDING,2019-06-14,2019-06-14 03:59:29,2019-06-14 13:00:33 +0900,14,traditional
1432,3,68,STANDING,2019-06-14,2019-06-14 05:55:09,2019-06-14 14:55:59 +0900,14,proposed
1433,3,68,STANDING,2019-06-14,2019-06-14 05:56:22,2019-06-14 14:58:54 +0900,14,proposed
1436,6,68,STANDING,2019-06-14,2019-06-14 06:59:58,2019-06-14 16:06:38 +0900,14,traditional
1437,5,68,STANDING,2019-06-14,2019-06-14 06:34:36,2019-06-14 15:36:49 +0900,14,traditional
1438,1,68,STANDING,2019-06-14,2019-06-14 07:02:15,2019-06-14 16:02:49 +0900,14,proposed
1441,3,68,STANDING,2019-06-14,2019-06-14 07:07:24,2019-06-14 16:07:47 +0900,14,proposed
1444,4,68,STANDING,2019-06-14,2019-06-14 07:52:57,2019-06-14 17:01:58 +0900,14,traditional
1445,4,68,STANDING,2019-06-14,2019-06-14 08:02:23,2019-06-14 17:08:25 +0900,14,traditional
1446,1,68,STANDING,2019-06-14,2019-06-14 08:21:03,2019-06-14 17:21:06 +0900,14,proposed
1448,1,68,STANDING,2019-06-14,2019-06-14 08:46:53,2019-06-14 17:48:08 +0900,14,proposed
1458,3,68,STANDING,2019-06-14,2019-06-14 09:34:43,2019-06-14 18:34:52 +0900,14,proposed
1459,5,68,STANDING,2019-06-14,2019-06-14 09:49:54,2019-06-14 18:50:36 +0900,14,traditional
1460,3,68,STANDING,2019-06-14,2019-06-14 09:38:39,2019-06-14 18:38:44 +0900,14,proposed
1463,3,68,STANDING,2019-06-14,2019-06-14 09:54:03,2019-06-14 18:54:10 +0900,14,proposed
1468,3,68,STANDING,2019-06-14,2019-06-14 23:03:17,2019-06-15 08:06:17 +0900,14,proposed
1469,3,68,STANDING,2019-06-14,2019-06-14 23:06:38,2019-06-15 08:25:41 +0900,14,proposed
1470,3,68,STANDING,2019-06-14,2019-06-14 23:28:23,2019-06-15 08:28:31 +0900,14,proposed
1471,3,68,STANDING,2019-06-14,2019-06-14 23:28:46,2019-06-15 08:29:04 +0900,14,proposed
1472,3,68,STANDING,2019-06-14,2019-06-14 23:31:45,2019-06-15 08:32:23 +0900,14,proposed
1473,3,68,STANDING,2019-06-14,2019-06-14 23:32:35,2019-06-15 08:32:56 +0900,14,proposed
1479,3,68,STANDING,2019-06-15,2019-06-15 00:56:16,2019-06-15 09:56:26 +0900,15,traditional
1491,3,68,STANDING,2019-06-15,2019-06-15 01:29:28,2019-06-15 10:29:44 +0900,15,traditional
1494,4,68,STANDING,2019-06-14,2019-06-14 08:59:20,2019-06-14 18:00:11 +0900,14,traditional
1495,4,68,STANDING,2019-06-14,2019-06-14 09:04:02,2019-06-14 18:04:42 +0900,14,traditional
1496,4,68,STANDING,2019-06-15,2019-06-15 01:05:30,2019-06-15 10:05:56 +0900,15,proposed
1497,3,68,STANDING,2019-06-15,2019-06-15 03:04:34,2019-06-15 12:04:41 +0900,15,traditional
141,3,68,STANDING,2019-06-15,2019-06-15 03:08:09,2019-06-15 12:09:14 +0900,15,traditional
1503,3,68,STANDING,2019-06-15,2019-06-15 03:48:50,2019-06-15 12:49:02 +0900,15,traditional
1504,1,68,STANDING,2019-06-15,2019-06-15 03:51:36,2019-06-15 12:52:56 +0900,15,proposed
1507,3,68,STANDING,2019-06-15,2019-06-15 06:36:46,2019-06-15 15:36:49 +0900,15,traditional
1508,3,68,STANDING,2019-06-15,2019-06-15 06:38:46,2019-06-15 15:38:55 +0900,15,traditional
1509,3,68,STANDING,2019-06-15,2019-06-15 06:39:03,2019-06-15 15:39:26 +0900,15,traditional
1510,3,68,STANDING,2019-06-15,2019-06-15 06:43:13,2019-06-15 15:43:24 +0900,15,traditional
1513,6,68,STANDING,2019-06-15,2019-06-15 07:04:08,2019-06-15 16:16:02 +0900,15,proposed
1515,6,68,STANDING,2019-06-15,2019-06-15 07:16:06,2019-06-15 16:30:59 +0900,15,proposed
1516,1,68,STANDING,2019-06-15,2019-06-15 07:19:06,2019-06-15 16:20:01 +0900,15,proposed
1518,3,68,STANDING,2019-06-15,2019-06-15 23:25:25,2019-06-16 08:25:37 +0900,15,traditional
1519,3,68,STANDING,2019-06-15,2019-06-15 23:25:45,2019-06-16 08:26:27 +0900,15,traditional
1520,3,68,STANDING,2019-06-15,2019-06-15 10:16:11,2019-06-15 19:16:18 +0900,15,traditional
1521,3,68,STANDING,2019-06-15,2019-06-15 10:16:26,2019-06-15 19:16:49 +0900,15,traditional
1522,3,68,STANDING,2019-06-15,2019-06-15 10:19:56,2019-06-15 19:24:25 +0900,15,traditional
1523,3,68,STANDING,2019-06-15,2019-06-15 10:44:15,2019-06-15 19:45:20 +0900,15,traditional
1524,3,68,STANDING,2019-06-15,2019-06-15 23:05:48,2019-06-16 08:06:52 +0900,15,traditional
1525,3,68,STANDING,2019-06-16,2019-06-16 00:57:31,2019-06-16 09:57:57 +0900,16,traditional
1526,3,68,STANDING,2019-06-16,2019-06-16 01:05:27,2019-06-16 10:05:31 +0900,16,traditional
1528,3,68,STANDING,2019-06-16,2019-06-16 02:47:57,2019-06-16 11:48:06 +0900,16,traditional
1531,3,68,STANDING,2019-06-16,2019-06-16 03:20:20,2019-06-16 12:20:32 +0900,16,traditional
1532,5,68,STANDING,2019-06-16,2019-06-16 04:41:16,2019-06-16 13:41:18 +0900,16,traditional
1533,1,68,STANDING,2019-06-16,2019-06-16 07:25:34,2019-06-16 16:26:50 +0900,16,proposed
1536,1,68,STANDING,2019-06-16,2019-06-16 07:39:08,2019-06-16 16:39:34 +0900,16,proposed
1537,3,68,STANDING,2019-06-16,2019-06-16 08:40:35,2019-06-16 17:40:38 +0900,16,traditional
1538,3,68,STANDING,2019-06-16,2019-06-16 10:02:15,2019-06-16 19:03:36 +0900,16,traditional
1539,3,68,STANDING,2019-06-16,2019-06-16 10:04:50,2019-06-16 19:05:24 +0900,16,traditional
1540,3,68,STANDING,2019-06-16,2019-06-16 10:05:32,2019-06-16 19:05:42 +0900,16,traditional
1541,2,68,STANDING,2019-06-16,2019-06-16 06:06:31,2019-06-16 15:07:36 +0900,16,traditional
1542,2,68,STANDING,2019-06-16,2019-06-16 10:42:51,2019-06-16 20:28:10 +0900,16,traditional
1543,3,68,STANDING,2019-06-16,2019-06-16 23:20:20,2019-06-17 08:20:18 +0900,16,traditional
1544,3,68,STANDING,2019-06-16,2019-06-16 10:05:55,2019-06-16 19:06:20 +0900,16,traditional
1545,3,68,STANDING,2019-06-16,2019-06-16 10:09:20,2019-06-16 19:11:09 +0900,16,traditional
1546,3,68,STANDING,2019-06-16,2019-06-16 22:55:41,2019-06-17 07:58:16 +0900,16,traditional
1547,3,68,STANDING,2019-06-16,2019-06-16 23:19:59,2019-06-17 08:20:00 +0900,16,traditional
1548,3,68,STANDING,2019-06-16,2019-06-16 23:20:06,2019-06-17 08:20:09 +0900,16,traditional
1549,1,68,STANDING,2019-06-16,2019-06-16 23:38:49,2019-06-17 08:39:40 +0900,16,proposed
1551,3,68,STANDING,2019-06-17,2019-06-17 00:57:18,2019-06-17 09:57:32 +0900,17,proposed
1552,1,68,STANDING,2019-06-17,2019-06-17 01:02:14,2019-06-17 10:03:10 +0900,17,traditional
1554,3,68,STANDING,2019-06-17,2019-06-17 03:04:44,2019-06-17 12:04:55 +0900,17,proposed
1555,4,68,STANDING,2019-06-17,2019-06-17 03:54:15,2019-06-17 12:59:24 +0900,17,traditional
1556,3,68,STANDING,2019-06-17,2019-06-17 03:55:51,2019-06-17 12:56:00 +0900,17,proposed
1559,1,68,STANDING,2019-06-17,2019-06-17 04:32:51,2019-06-17 13:33:12 +0900,17,traditional
1561,3,68,STANDING,2019-06-17,2019-06-17 06:33:07,2019-06-17 15:33:11 +0900,17,proposed
1562,2,68,STANDING,2019-06-17,2019-06-17 06:34:31,2019-06-17 16:14:35 +0900,17,traditional
1565,3,68,STANDING,2019-06-17,2019-06-17 08:30:45,2019-06-17 17:31:14 +0900,17,proposed
1566,1,68,STANDING,2019-06-17,2019-06-17 09:34:36,2019-06-17 18:35:43 +0900,17,traditional
1567,4,68,STANDING,2019-06-17,2019-06-17 07:19:46,2019-06-17 16:20:14 +0900,17,traditional
1568,4,68,STANDING,2019-06-17,2019-06-17 07:24:15,2019-06-17 18:11:38 +0900,17,traditional
1569,4,68,STANDING,2019-06-17,2019-06-17 09:34:46,2019-06-17 18:35:08 +0900,17,traditional
1570,1,68,STANDING,2019-06-17,2019-06-17 10:15:55,2019-06-17 19:15:54 +0900,17,traditional
1577,5,68,STANDING,2019-06-22,2019-06-22 00:40:38,2019-06-22 09:50:04 +0900,22,proposed
1578,4,68,STANDING,2019-06-22,2019-06-22 01:39:30,2019-06-22 10:41:00 +0900,22,proposed
1581,4,68,STANDING,2019-06-22,2019-06-22 01:42:10,2019-06-22 10:42:27 +0900,22,proposed
1584,1,68,STANDING,2019-06-22,2019-06-22 02:00:49,2019-06-22 11:01:24 +0900,22,traditional
1585,3,68,STANDING,2019-06-22,2019-06-22 03:03:30,2019-06-22 12:03:33 +0900,22,traditional
1586,1,68,STANDING,2019-06-22,2019-06-22 03:59:10,2019-06-22 12:59:56 +0900,22,traditional
1590,1,68,STANDING,2019-06-22,2019-06-22 07:07:16,2019-06-22 16:07:26 +0900,22,traditional
1591,1,68,STANDING,2019-06-22,2019-06-22 07:13:38,2019-06-22 16:14:14 +0900,22,traditional
1593,1,68,STANDING,2019-06-22,2019-06-22 07:14:25,2019-06-22 16:14:54 +0900,22,traditional
1594,1,68,STANDING,2019-06-22,2019-06-22 07:21:55,2019-06-22 16:24:45 +0900,22,traditional
1595,4,68,STANDING,2019-06-22,2019-06-22 03:48:18,2019-06-22 12:49:05 +0900,22,proposed
1596,4,68,STANDING,2019-06-22,2019-06-22 03:50:26,2019-06-22 12:51:06 +0900,22,proposed
1597,4,68,STANDING,2019-06-22,2019-06-22 07:14:34,2019-06-22 16:14:56 +0900,22,proposed
152,1,68,STANDING,2019-06-22,2019-06-22 10:32:25,2019-06-22 19:33:06 +0900,22,traditional
1608,3,68,STANDING,2019-06-22,2019-06-22 08:44:27,2019-06-22 17:51:15 +0900,22,traditional
1609,3,68,STANDING,2019-06-22,2019-06-22 10:11:18,2019-06-22 19:17:00 +0900,22,traditional
1610,3,68,STANDING,2019-06-22,2019-06-22 10:46:32,2019-06-22 20:23:41 +0900,22,traditional
1624,6,69,LYING,2019-06-13,2019-06-13 05:51:56,2019-06-13 15:09:46 +0900,13,proposed
1625,6,69,LYING,2019-06-13,2019-06-13 06:09:48,2019-06-13 15:24:36 +0900,13,proposed
1626,6,69,LYING,2019-06-13,2019-06-13 08:12:22,2019-06-13 17:43:27 +0900,13,proposed
1627,6,69,LYING,2019-06-13,2019-06-13 09:48:05,2019-06-13 19:23:58 +0900,13,proposed
1628,6,69,LYING,2019-06-13,2019-06-13 09:48:05,2019-06-13 19:23:58 +0900,13,proposed
1629,5,69,LYING,2019-06-14,2019-06-14 01:01:08,2019-06-14 10:54:58 +0900,14,traditional
1630,4,69,LYING,2019-06-13,2019-06-13 13:22:33,2019-06-13 22:24:05 +0900,13,proposed
1635,1,69,LYING,2019-06-14,2019-06-14 01:39:04,2019-06-14 10:45:53 +0900,14,proposed
1636,1,69,LYING,2019-06-14,2019-06-14 01:55:32,2019-06-14 10:58:23 +0900,14,proposed
1638,1,69,LYING,2019-06-14,2019-06-14 02:08:28,2019-06-14 11:09:03 +0900,14,proposed
1640,5,69,LYING,2019-06-14,2019-06-14 02:47:02,2019-06-14 12:14:59 +0900,14,traditional
1646,6,69,LYING,2019-06-14,2019-06-14 07:06:41,2019-06-14 16:15:54 +0900,14,traditional
1647,6,69,LYING,2019-06-14,2019-06-14 07:06:41,2019-06-14 16:15:54 +0900,14,traditional
1648,4,69,LYING,2019-06-14,2019-06-14 07:37:43,2019-06-14 16:42:32 +0900,14,traditional
1649,1,69,LYING,2019-06-14,2019-06-14 08:33:58,2019-06-14 18:00:58 +0900,14,proposed
1652,6,69,LYING,2019-06-15,2019-06-15 00:53:16,2019-06-15 09:53:18 +0900,15,proposed
1653,4,69,LYING,2019-06-14,2019-06-14 09:49:45,2019-06-14 22:00:00 +0900,14,traditional
1654,4,69,LYING,2019-06-15,2019-06-15 03:18:32,2019-06-15 12:36:34 +0900,15,proposed
1655,6,69,LYING,2019-06-15,2019-06-15 07:31:03,2019-06-15 16:43:07 +0900,15,proposed
1660,6,69,LYING,2019-06-16,2019-06-16 04:04:20,2019-06-16 13:10:43 +0900,16,proposed
1662,4,69,LYING,2019-06-16,2019-06-16 05:15:57,2019-06-16 14:19:51 +0900,16,traditional
1665,5,69,LYING,2019-06-17,2019-06-17 02:21:36,2019-06-17 11:32:37 +0900,17,traditional
1667,6,69,LYING,2019-06-17,2019-06-17 07:03:51,2019-06-17 17:59:10 +0900,17,traditional
1668,5,69,LYING,2019-06-17,2019-06-17 07:15:14,2019-06-17 18:35:53 +0900,17,traditional
1670,5,69,LYING,2019-06-22,2019-06-22 06:27:11,2019-06-22 17:31:43 +0900,22,proposed
1671,6,69,LYING,2019-06-22,2019-06-22 08:49:49,2019-06-22 17:53:27 +0900,22,traditional
1672,6,69,LYING,2019-06-22,2019-06-22 09:51:45,2019-06-22 19:11:42 +0900,22,traditional
1677,6,70,DOWNSTAIRS,2019-06-13,2019-06-13 00:38:21,2019-06-13 09:38:51 +0900,13,proposed
1678,5,70,DOWNSTAIRS,2019-06-13,2019-06-13 00:38:33,2019-06-13 09:38:31 +0900,13,proposed
1679,3,70,DOWNSTAIRS,2019-06-13,2019-06-13 02:34:26,2019-06-13 11:36:12 +0900,13,proposed
1680,3,70,DOWNSTAIRS,2019-06-13,2019-06-13 02:34:26,2019-06-13 11:36:12 +0900,13,proposed
1681,2,70,DOWNSTAIRS,2019-06-13,2019-06-13 02:34:24,2019-06-13 11:36:09 +0900,13,proposed
1688,6,70,DOWNSTAIRS,2019-06-13,2019-06-13 02:57:09,2019-06-13 11:57:29 +0900,13,proposed
1690,2,70,DOWNSTAIRS,2019-06-14,2019-06-14 03:25:08,2019-06-14 12:25:08 +0900,14,proposed
1691,6,70,DOWNSTAIRS,2019-06-13,2019-06-13 05:43:35,2019-06-13 14:43:50 +0900,13,proposed
1694,2,70,DOWNSTAIRS,2019-06-13,2019-06-13 09:10:52,2019-06-13 18:11:11 +0900,13,proposed
1695,2,70,DOWNSTAIRS,2019-06-13,2019-06-13 09:27:18,2019-06-13 18:27:30 +0900,13,proposed
1696,6,70,DOWNSTAIRS,2019-06-13,2019-06-13 08:48:13,2019-06-13 17:50:31 +0900,13,proposed
1697,6,70,DOWNSTAIRS,2019-06-13,2019-06-13 08:48:22,2019-06-13 17:50:32 +0900,13,proposed
162,4,70,DOWNSTAIRS,2019-06-14,2019-06-14 00:30:05,2019-06-14 09:30:12 +0900,14,traditional
1708,4,70,DOWNSTAIRS,2019-06-14,2019-06-14 03:00:53,2019-06-14 12:01:27 +0900,14,traditional
1710,1,70,DOWNSTAIRS,2019-06-14,2019-06-14 05:31:24,2019-06-14 14:31:48 +0900,14,proposed
1711,4,70,DOWNSTAIRS,2019-06-14,2019-06-14 05:25:26,2019-06-14 14:25:54 +0900,14,traditional
1725,5,70,DOWNSTAIRS,2019-06-15,2019-06-15 00:51:44,2019-06-15 09:51:43 +0900,15,proposed
1731,6,70,DOWNSTAIRS,2019-06-15,2019-06-15 00:52:31,2019-06-15 09:53:33 +0900,15,proposed
1732,4,70,DOWNSTAIRS,2019-06-15,2019-06-15 03:39:45,2019-06-15 12:40:34 +0900,15,proposed
1737,6,70,DOWNSTAIRS,2019-06-15,2019-06-15 08:04:08,2019-06-15 17:06:19 +0900,15,proposed
1738,5,70,DOWNSTAIRS,2019-06-15,2019-06-15 08:03:56,2019-06-15 17:06:11 +0900,15,proposed
1739,3,70,DOWNSTAIRS,2019-06-15,2019-06-15 23:23:07,2019-06-16 08:23:10 +0900,15,traditional
1740,5,70,DOWNSTAIRS,2019-06-16,2019-06-16 01:23:16,2019-06-16 10:23:15 +0900,16,traditional
1743,1,70,DOWNSTAIRS,2019-06-16,2019-06-16 09:06:45,2019-06-16 18:07:00 +0900,16,proposed
1744,5,70,DOWNSTAIRS,2019-06-16,2019-06-16 09:41:48,2019-06-16 18:43:03 +0900,16,traditional
1745,2,70,DOWNSTAIRS,2019-06-16,2019-06-16 07:00:44,2019-06-16 16:00:45 +0900,16,traditional
1746,2,70,DOWNSTAIRS,2019-06-16,2019-06-16 07:01:57,2019-06-16 16:34:21 +0900,16,traditional
1747,3,70,DOWNSTAIRS,2019-06-16,2019-06-16 10:07:08,2019-06-16 19:07:14 +0900,16,traditional
1748,2,70,DOWNSTAIRS,2019-06-17,2019-06-17 01:23:53,2019-06-17 10:30:39 +0900,17,traditional
1749,5,70,DOWNSTAIRS,2019-06-17,2019-06-17 02:32:41,2019-06-17 11:33:10 +0900,17,traditional
1757,1,70,DOWNSTAIRS,2019-06-22,2019-06-22 01:56:38,2019-06-22 10:56:50 +0900,22,traditional
1758,5,70,DOWNSTAIRS,2019-06-22,2019-06-22 02:17:25,2019-06-22 11:20:37 +0900,22,proposed
1759,2,70,DOWNSTAIRS,2019-06-22,2019-06-22 05:10:49,2019-06-22 14:11:08 +0900,22,traditional
1761,1,70,DOWNSTAIRS,2019-06-22,2019-06-22 10:50:19,2019-06-22 19:50:45 +0900,22,traditional
1762,2,70,DOWNSTAIRS,2019-06-22,2019-06-22 10:33:43,2019-06-22 19:36:46 +0900,22,traditional
1773,3,70,DOWNSTAIRS,2019-06-22,2019-06-22 08:41:53,2019-06-22 17:42:18 +0900,22,traditional
1781,6,72,UPSTAIRS,2019-06-13,2019-06-13 02:51:42,2019-06-13 11:52:15 +0900,13,proposed
1784,2,72,UPSTAIRS,2019-06-13,2019-06-13 06:31:48,2019-06-13 15:32:09 +0900,13,proposed
1786,5,72,UPSTAIRS,2019-06-13,2019-06-13 09:44:44,2019-06-13 18:46:08 +0900,13,proposed
1787,5,72,UPSTAIRS,2019-06-13,2019-06-13 09:44:44,2019-06-13 18:46:08 +0900,13,proposed
1788,6,72,UPSTAIRS,2019-06-13,2019-06-13 09:44:47,2019-06-13 18:45:22 +0900,13,proposed
1795,4,72,UPSTAIRS,2019-06-14,2019-06-14 03:01:31,2019-06-14 12:02:04 +0900,14,traditional
1796,2,72,UPSTAIRS,2019-06-14,2019-06-14 03:32:57,2019-06-14 12:33:12 +0900,14,proposed
1797,2,72,UPSTAIRS,2019-06-14,2019-06-14 03:30:48,2019-06-14 12:30:46 +0900,14,proposed
172,5,72,UPSTAIRS,2019-06-14,2019-06-14 06:46:24,2019-06-14 15:46:37 +0900,14,traditional
1807,1,72,UPSTAIRS,2019-06-14,2019-06-14 10:25:43,2019-06-14 19:26:21 +0900,14,proposed
1811,5,72,UPSTAIRS,2019-06-15,2019-06-15 01:10:55,2019-06-15 10:14:04 +0900,15,proposed
1812,4,72,UPSTAIRS,2019-06-15,2019-06-15 03:39:22,2019-06-15 12:39:42 +0900,15,proposed
1814,2,72,UPSTAIRS,2019-06-15,2019-06-15 03:31:16,2019-06-15 12:31:32 +0900,15,proposed
1817,3,72,UPSTAIRS,2019-06-15,2019-06-15 23:24:30,2019-06-16 08:24:36 +0900,15,traditional
1818,5,72,UPSTAIRS,2019-06-16,2019-06-16 01:59:02,2019-06-16 10:59:26 +0900,16,traditional
1824,1,72,UPSTAIRS,2019-06-16,2019-06-16 09:15:38,2019-06-16 18:15:55 +0900,16,proposed
1825,2,72,UPSTAIRS,2019-06-16,2019-06-16 07:00:53,2019-06-16 16:01:23 +0900,16,traditional
